starttime	seconds	ctime	dtime	ttime	wait
Mon Nov 29 01:44:34 2021	1638130474	39	2	42	2
Mon Nov 29 01:44:34 2021	1638130474	38	4	42	4
Mon Nov 29 01:44:34 2021	1638130474	42	3	45	2
Mon Nov 29 01:44:34 2021	1638130474	45	3	49	2
Mon Nov 29 01:44:34 2021	1638130474	50	3	53	3
Mon Nov 29 01:44:34 2021	1638130474	50	3	53	3
Mon Nov 29 01:44:34 2021	1638130474	35	20	55	20
Mon Nov 29 01:44:34 2021	1638130474	56	1	57	0
Mon Nov 29 01:44:34 2021	1638130474	57	1	58	1
Mon Nov 29 01:44:34 2021	1638130474	57	2	59	1
Mon Nov 29 01:44:34 2021	1638130474	58	1	59	1
Mon Nov 29 01:44:34 2021	1638130474	58	1	59	0
Mon Nov 29 01:44:34 2021	1638130474	59	1	60	1
Mon Nov 29 01:44:34 2021	1638130474	59	1	60	1
Mon Nov 29 01:44:34 2021	1638130474	54	7	60	5
Mon Nov 29 01:44:34 2021	1638130474	60	1	60	1
Mon Nov 29 01:44:34 2021	1638130474	34	27	61	27
Mon Nov 29 01:44:34 2021	1638130474	58	3	61	1
Mon Nov 29 01:44:34 2021	1638130474	37	24	61	24
Mon Nov 29 01:44:34 2021	1638130474	61	1	61	1
Mon Nov 29 01:44:34 2021	1638130474	59	2	62	2
Mon Nov 29 01:44:34 2021	1638130474	61	1	62	1
Mon Nov 29 01:44:34 2021	1638130474	59	3	62	2
Mon Nov 29 01:44:34 2021	1638130474	61	1	62	1
Mon Nov 29 01:44:34 2021	1638130474	59	3	62	3
Mon Nov 29 01:44:34 2021	1638130474	62	1	62	1
Mon Nov 29 01:44:34 2021	1638130474	59	4	63	3
Mon Nov 29 01:44:34 2021	1638130474	60	2	63	2
Mon Nov 29 01:44:34 2021	1638130474	61	2	63	2
Mon Nov 29 01:44:34 2021	1638130474	59	4	63	0
Mon Nov 29 01:44:34 2021	1638130474	62	1	64	1
Mon Nov 29 01:44:34 2021	1638130474	60	4	64	4
Mon Nov 29 01:44:34 2021	1638130474	60	4	64	4
Mon Nov 29 01:44:34 2021	1638130474	62	2	64	2
Mon Nov 29 01:44:34 2021	1638130474	63	1	65	1
Mon Nov 29 01:44:34 2021	1638130474	64	2	65	1
Mon Nov 29 01:44:34 2021	1638130474	64	1	66	1
Mon Nov 29 01:44:34 2021	1638130474	65	1	66	1
Mon Nov 29 01:44:34 2021	1638130474	66	1	66	1
Mon Nov 29 01:44:34 2021	1638130474	36	31	66	31
Mon Nov 29 01:44:34 2021	1638130474	66	1	67	0
Mon Nov 29 01:44:34 2021	1638130474	42	25	67	24
Mon Nov 29 01:44:34 2021	1638130474	42	26	68	26
Mon Nov 29 01:44:34 2021	1638130474	45	23	68	23
Mon Nov 29 01:44:34 2021	1638130474	68	1	70	1
Mon Nov 29 01:44:34 2021	1638130474	69	1	70	1
Mon Nov 29 01:44:34 2021	1638130474	69	1	70	1
Mon Nov 29 01:44:34 2021	1638130474	70	1	70	0
Mon Nov 29 01:44:34 2021	1638130474	69	1	70	1
Mon Nov 29 01:44:34 2021	1638130474	70	1	70	1
Mon Nov 29 01:44:34 2021	1638130474	70	1	71	1
Mon Nov 29 01:44:34 2021	1638130474	70	2	71	1
Mon Nov 29 01:44:34 2021	1638130474	68	4	72	2
Mon Nov 29 01:44:34 2021	1638130474	69	3	72	2
Mon Nov 29 01:44:34 2021	1638130474	70	3	72	2
Mon Nov 29 01:44:34 2021	1638130474	71	1	72	1
Mon Nov 29 01:44:34 2021	1638130474	72	1	73	1
Mon Nov 29 01:44:34 2021	1638130474	72	1	73	1
Mon Nov 29 01:44:34 2021	1638130474	73	1	73	1
Mon Nov 29 01:44:34 2021	1638130474	45	30	75	30
Mon Nov 29 01:44:34 2021	1638130474	45	30	75	30
Mon Nov 29 01:44:34 2021	1638130474	45	30	75	30
Mon Nov 29 01:44:34 2021	1638130474	75	1	75	1
Mon Nov 29 01:44:34 2021	1638130474	50	28	78	25
Mon Nov 29 01:44:34 2021	1638130474	76	2	78	2
Mon Nov 29 01:44:34 2021	1638130474	50	31	81	28
Mon Nov 29 01:44:34 2021	1638130474	50	32	82	31
Mon Nov 29 01:44:34 2021	1638130474	60	24	84	24
Mon Nov 29 01:44:34 2021	1638130474	60	28	88	28
Mon Nov 29 01:44:34 2021	1638130474	59	30	89	30
Mon Nov 29 01:44:34 2021	1638130474	50	38	89	31
Mon Nov 29 01:44:34 2021	1638130474	50	39	89	38
Mon Nov 29 01:44:34 2021	1638130474	50	39	89	39
Mon Nov 29 01:44:34 2021	1638130474	66	24	90	24
Mon Nov 29 01:44:34 2021	1638130474	60	33	92	27
Mon Nov 29 01:44:34 2021	1638130474	59	34	93	31
Mon Nov 29 01:44:34 2021	1638130474	59	35	95	35
Mon Nov 29 01:44:34 2021	1638130474	59	35	95	35
Mon Nov 29 01:44:34 2021	1638130474	68	27	95	26
Mon Nov 29 01:44:34 2021	1638130474	59	37	95	27
Mon Nov 29 01:44:34 2021	1638130474	50	45	96	39
Mon Nov 29 01:44:34 2021	1638130474	50	45	96	45
Mon Nov 29 01:44:34 2021	1638130474	60	36	96	35
Mon Nov 29 01:44:34 2021	1638130474	71	27	99	25
Mon Nov 29 01:44:34 2021	1638130474	70	30	101	29
Mon Nov 29 01:44:34 2021	1638130474	77	24	101	24
Mon Nov 29 01:44:34 2021	1638130474	71	30	101	30
Mon Nov 29 01:44:34 2021	1638130474	77	26	103	26
Mon Nov 29 01:44:34 2021	1638130474	72	31	103	31
Mon Nov 29 01:44:34 2021	1638130474	72	31	103	31
Mon Nov 29 01:44:34 2021	1638130474	70	34	103	33
Mon Nov 29 01:44:34 2021	1638130474	76	27	104	26
Mon Nov 29 01:44:34 2021	1638130474	69	35	104	35
Mon Nov 29 01:44:34 2021	1638130474	69	35	104	35
Mon Nov 29 01:44:34 2021	1638130474	71	33	104	33
Mon Nov 29 01:44:34 2021	1638130474	71	34	105	30
Mon Nov 29 01:44:34 2021	1638130474	71	34	105	33
Mon Nov 29 01:44:34 2021	1638130474	71	34	105	34
Mon Nov 29 01:44:34 2021	1638130474	60	46	106	44
Mon Nov 29 01:44:34 2021	1638130474	65	42	107	42
