starttime	seconds	ctime	dtime	ttime	wait
Mon Nov 29 01:19:01 2021	1638128941	14	1	15	0
Mon Nov 29 01:19:01 2021	1638128941	15	1	15	0
Mon Nov 29 01:19:01 2021	1638128941	15	1	15	0
Mon Nov 29 01:19:01 2021	1638128941	16	1	17	1
Mon Nov 29 01:19:01 2021	1638128941	16	1	17	0
Mon Nov 29 01:19:01 2021	1638128941	17	1	17	1
Mon Nov 29 01:19:01 2021	1638128941	17	1	17	0
Mon Nov 29 01:19:01 2021	1638128941	17	1	18	0
Mon Nov 29 01:19:01 2021	1638128941	17	1	18	1
Mon Nov 29 01:19:02 2021	1638128942	16	2	18	1
Mon Nov 29 01:19:01 2021	1638128941	17	1	18	1
Mon Nov 29 01:19:01 2021	1638128941	17	1	18	1
Mon Nov 29 01:19:02 2021	1638128942	18	1	18	0
Mon Nov 29 01:19:01 2021	1638128941	17	1	18	1
Mon Nov 29 01:19:01 2021	1638128941	18	1	19	0
Mon Nov 29 01:19:01 2021	1638128941	18	1	19	0
Mon Nov 29 01:19:02 2021	1638128942	18	1	19	0
Mon Nov 29 01:19:01 2021	1638128941	18	1	19	1
Mon Nov 29 01:19:01 2021	1638128941	17	1	19	1
Mon Nov 29 01:19:02 2021	1638128942	18	1	19	1
Mon Nov 29 01:19:01 2021	1638128941	18	1	19	1
Mon Nov 29 01:19:01 2021	1638128941	18	1	19	1
Mon Nov 29 01:19:02 2021	1638128942	18	1	19	1
Mon Nov 29 01:19:01 2021	1638128941	18	1	19	1
Mon Nov 29 01:19:01 2021	1638128941	18	1	19	1
Mon Nov 29 01:19:01 2021	1638128941	18	1	19	1
Mon Nov 29 01:19:01 2021	1638128941	18	1	19	1
Mon Nov 29 01:19:01 2021	1638128941	19	1	19	0
Mon Nov 29 01:19:01 2021	1638128941	19	1	19	1
Mon Nov 29 01:19:01 2021	1638128941	19	1	19	0
Mon Nov 29 01:19:01 2021	1638128941	18	1	20	0
Mon Nov 29 01:19:01 2021	1638128941	19	1	20	1
Mon Nov 29 01:19:01 2021	1638128941	19	1	20	1
Mon Nov 29 01:19:02 2021	1638128942	19	1	20	1
Mon Nov 29 01:19:02 2021	1638128942	19	1	20	1
Mon Nov 29 01:19:03 2021	1638128943	17	3	20	3
Mon Nov 29 01:19:02 2021	1638128942	19	1	20	0
Mon Nov 29 01:19:01 2021	1638128941	19	1	20	0
Mon Nov 29 01:19:01 2021	1638128941	19	1	20	1
Mon Nov 29 01:19:01 2021	1638128941	11	9	20	8
Mon Nov 29 01:19:02 2021	1638128942	19	1	20	1
Mon Nov 29 01:19:01 2021	1638128941	19	1	20	1
Mon Nov 29 01:19:01 2021	1638128941	20	1	20	0
Mon Nov 29 01:19:01 2021	1638128941	20	1	20	0
Mon Nov 29 01:19:02 2021	1638128942	20	0	20	0
Mon Nov 29 01:19:02 2021	1638128942	20	0	20	0
Mon Nov 29 01:19:01 2021	1638128941	19	2	20	2
Mon Nov 29 01:19:02 2021	1638128942	20	1	20	1
Mon Nov 29 01:19:01 2021	1638128941	20	1	20	1
Mon Nov 29 01:19:01 2021	1638128941	20	1	21	0
Mon Nov 29 01:19:01 2021	1638128941	20	1	21	1
