starttime	seconds	ctime	dtime	ttime	wait
Mon Nov 29 08:36:34 2021	1638155194	15	1	15	0
Mon Nov 29 08:36:34 2021	1638155194	16	1	16	1
Mon Nov 29 08:36:34 2021	1638155194	17	0	17	0
Mon Nov 29 08:36:34 2021	1638155194	23	1	24	1
Mon Nov 29 08:36:34 2021	1638155194	23	2	25	2
Mon Nov 29 08:36:34 2021	1638155194	27	2	29	1
Mon Nov 29 08:36:34 2021	1638155194	29	2	30	2
Mon Nov 29 08:36:34 2021	1638155194	29	2	31	1
Mon Nov 29 08:36:34 2021	1638155194	31	1	31	1
Mon Nov 29 08:36:34 2021	1638155194	31	1	32	1
Mon Nov 29 08:36:34 2021	1638155194	32	1	32	1
Mon Nov 29 08:36:35 2021	1638155195	29	3	32	3
Mon Nov 29 08:36:35 2021	1638155195	30	3	32	2
Mon Nov 29 08:36:34 2021	1638155194	18	15	33	15
Mon Nov 29 08:36:34 2021	1638155194	18	16	33	16
Mon Nov 29 08:36:34 2021	1638155194	33	1	34	1
Mon Nov 29 08:36:34 2021	1638155194	33	1	34	0
Mon Nov 29 08:36:34 2021	1638155194	32	2	34	2
Mon Nov 29 08:36:35 2021	1638155195	34	1	34	1
Mon Nov 29 08:36:34 2021	1638155194	34	1	35	1
Mon Nov 29 08:36:35 2021	1638155195	35	1	35	1
Mon Nov 29 08:36:34 2021	1638155194	35	1	35	1
Mon Nov 29 08:36:34 2021	1638155194	34	2	35	1
Mon Nov 29 08:36:34 2021	1638155194	35	1	35	1
Mon Nov 29 08:36:34 2021	1638155194	34	1	36	1
Mon Nov 29 08:36:35 2021	1638155195	35	1	36	1
Mon Nov 29 08:36:34 2021	1638155194	32	4	36	4
Mon Nov 29 08:36:34 2021	1638155194	35	1	36	1
Mon Nov 29 08:36:34 2021	1638155194	33	3	36	3
Mon Nov 29 08:36:34 2021	1638155194	35	1	36	1
Mon Nov 29 08:36:34 2021	1638155194	35	1	36	1
Mon Nov 29 08:36:35 2021	1638155195	35	1	36	1
Mon Nov 29 08:36:34 2021	1638155194	35	1	36	1
Mon Nov 29 08:36:34 2021	1638155194	35	1	37	1
Mon Nov 29 08:36:34 2021	1638155194	36	1	37	0
Mon Nov 29 08:36:35 2021	1638155195	36	1	37	1
Mon Nov 29 08:36:34 2021	1638155194	36	1	37	1
Mon Nov 29 08:36:34 2021	1638155194	37	1	37	1
Mon Nov 29 08:36:34 2021	1638155194	37	0	37	0
Mon Nov 29 08:36:34 2021	1638155194	37	1	37	1
Mon Nov 29 08:36:35 2021	1638155195	37	1	38	1
Mon Nov 29 08:36:34 2021	1638155194	37	1	38	1
Mon Nov 29 08:36:35 2021	1638155195	37	1	38	1
Mon Nov 29 08:36:34 2021	1638155194	36	3	38	2
Mon Nov 29 08:36:34 2021	1638155194	37	1	38	1
Mon Nov 29 08:36:34 2021	1638155194	36	2	38	2
Mon Nov 29 08:36:34 2021	1638155194	38	1	38	0
