starttime	seconds	ctime	dtime	ttime	wait
Mon Nov 29 11:11:13 2021	1638164473	62	51	114	51
Mon Nov 29 11:11:12 2021	1638164472	74	40	114	38
Mon Nov 29 11:11:11 2021	1638164471	68	46	114	43
Mon Nov 29 11:11:13 2021	1638164473	71	43	114	27
Mon Nov 29 11:11:12 2021	1638164472	67	48	115	47
Mon Nov 29 11:11:13 2021	1638164473	77	38	115	31
Mon Nov 29 11:11:12 2021	1638164472	73	43	115	40
Mon Nov 29 11:11:13 2021	1638164473	72	44	116	44
Mon Nov 29 11:11:11 2021	1638164471	68	48	116	45
Mon Nov 29 11:11:11 2021	1638164471	68	48	116	45
Mon Nov 29 11:11:11 2021	1638164471	85	31	116	26
Mon Nov 29 11:11:11 2021	1638164471	79	38	116	34
Mon Nov 29 11:11:13 2021	1638164473	58	59	116	59
Mon Nov 29 11:11:10 2021	1638164470	75	41	116	40
Mon Nov 29 11:11:12 2021	1638164472	57	60	117	60
Mon Nov 29 11:11:14 2021	1638164474	53	64	117	64
Mon Nov 29 11:11:13 2021	1638164473	73	44	117	31
Mon Nov 29 11:11:11 2021	1638164471	70	48	118	45
Mon Nov 29 11:11:13 2021	1638164473	63	55	118	55
Mon Nov 29 11:11:12 2021	1638164472	82	37	119	37
Mon Nov 29 11:11:13 2021	1638164473	78	41	119	41
Mon Nov 29 11:11:13 2021	1638164473	80	40	120	39
Mon Nov 29 11:11:13 2021	1638164473	79	41	120	28
Mon Nov 29 11:11:12 2021	1638164472	75	46	121	45
Mon Nov 29 11:11:10 2021	1638164470	87	34	121	29
Mon Nov 29 11:11:12 2021	1638164472	84	37	122	36
Mon Nov 29 11:11:11 2021	1638164471	77	46	123	38
Mon Nov 29 11:11:13 2021	1638164473	76	47	123	34
Mon Nov 29 11:11:12 2021	1638164472	72	51	123	48
Mon Nov 29 11:11:13 2021	1638164473	73	50	123	50
Mon Nov 29 11:11:11 2021	1638164471	80	47	127	42
Mon Nov 29 11:11:13 2021	1638164473	94	33	127	25
Mon Nov 29 11:11:12 2021	1638164472	87	41	128	41
Mon Nov 29 11:11:12 2021	1638164472	84	44	128	29
Mon Nov 29 11:11:12 2021	1638164472	85	43	128	43
Mon Nov 29 11:11:12 2021	1638164472	87	42	128	42
Mon Nov 29 11:11:11 2021	1638164471	80	48	128	45
Mon Nov 29 11:11:12 2021	1638164472	87	42	129	38
Mon Nov 29 11:11:13 2021	1638164473	79	51	130	51
Mon Nov 29 11:11:13 2021	1638164473	78	53	131	37
Mon Nov 29 11:11:13 2021	1638164473	87	44	131	44
Mon Nov 29 11:11:13 2021	1638164473	80	52	131	52
Mon Nov 29 11:11:13 2021	1638164473	88	44	132	28
Mon Nov 29 11:11:11 2021	1638164471	91	44	135	44
Mon Nov 29 11:11:12 2021	1638164472	97	40	137	37
Mon Nov 29 11:11:12 2021	1638164472	87	52	139	46
Mon Nov 29 11:11:12 2021	1638164472	88	60	149	58
